"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Feb.20, 2024"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","/ITEMS Code","A4101","","A410101","","A410102","","A4103",""
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A4101_Number of live births[person]","Annotation","A410101_Number of live births (Male)[person]","Annotation","A410102_Number of live births (Female)[person]","Annotation","A4103_Total fertility rate[-]","Annotation"
"2015100000","2015","40000","Fukuoka-ken","","45,236","","23,137","","22,099","","1.52",""
"2015100000","2015","41000","Saga-ken","","7,064","","3,662","","3,402","","1.64",""
"2015100000","2015","42000","Nagasaki-ken","","11,020","","5,686","","5,334","","1.67",""
"2015100000","2015","43000","Kumamoto-ken","","15,577","","7,914","","7,663","","1.68",""
"2015100000","2015","44000","Oita-ken","","9,113","","4,636","","4,477","","1.59",""
"2015100000","2015","45000","Miyazaki-ken","","9,226","","4,618","","4,608","","1.71",""
"2015100000","2015","46000","Kagoshima-ken","","14,125","","7,272","","6,853","","1.70",""
"2015100000","2015","47000","Okinawa-ken","","16,942","","8,745","","8,197","","1.96",""
"2014100000","2014","00000","All Japan","","1,003,609","","515,572","","488,037","","1.42",""
"2014100000","2014","01000","Hokkaido","","37,058","","19,010","","18,048","","1.27",""
"2014100000","2014","02000","Aomori-ken","","8,853","","4,508","","4,345","","1.42",""
"2014100000","2014","03000","Iwate-ken","","8,803","","4,536","","4,267","","1.44",""
"2014100000","2014","04000","Miyagi-ken","","18,069","","9,385","","8,684","","1.30",""
"2014100000","2014","05000","Akita-ken","","5,998","","3,098","","2,900","","1.34",""
"2014100000","2014","06000","Yamagata-ken","","7,966","","4,049","","3,917","","1.47",""
"2014100000","2014","07000","Fukushima-ken","","14,518","","7,437","","7,081","","1.58",""
"2014100000","2014","08000","Ibaraki-ken","","21,932","","11,229","","10,703","","1.43",""
"2014100000","2014","09000","Tochigi-ken","","15,442","","7,963","","7,479","","1.46",""
"2014100000","2014","10000","Gumma-ken","","14,522","","7,515","","7,007","","1.44",""
"2014100000","2014","11000","Saitama-ken","","55,765","","28,703","","27,062","","1.31",""
"2014100000","2014","12000","Chiba-ken","","46,753","","23,993","","22,760","","1.32",""
"2014100000","2014","13000","Tokyo-to","","110,629","","56,541","","54,088","","1.15",""
"2014100000","2014","14000","Kanagawa-ken","","72,997","","37,565","","35,432","","1.31",""
"2014100000","2014","15000","Niigata-ken","","16,480","","8,424","","8,056","","1.43",""
"2014100000","2014","16000","Toyama-ken","","7,556","","3,914","","3,642","","1.45",""
"2014100000","2014","17000","Ishikawa-ken","","8,961","","4,580","","4,381","","1.45",""
"2014100000","2014","18000","Fukui-ken","","6,166","","3,169","","2,997","","1.55",""
"2014100000","2014","19000","Yamanashi-ken","","6,063","","3,097","","2,966","","1.43",""
"2014100000","2014","20000","Nagano-ken","","15,848","","8,173","","7,675","","1.54",""
"2014100000","2014","21000","Gifu-ken","","15,138","","7,709","","7,429","","1.42",""
"2014100000","2014","22000","Shizuoka-ken","","28,684","","14,832","","13,852","","1.50",""
"2014100000","2014","23000","Aichi-ken","","65,219","","33,650","","31,569","","1.46",""
"2014100000","2014","24000","Mie-ken","","13,727","","7,033","","6,694","","1.45",""
"2014100000","2014","25000","Shiga-ken","","12,729","","6,566","","6,163","","1.53",""
"2014100000","2014","26000","Kyoto-fu","","19,583","","10,025","","9,558","","1.24",""
"2014100000","2014","27000","Osaka-fu","","69,968","","35,787","","34,181","","1.31",""
"2014100000","2014","28000","Hyogo-ken","","44,352","","22,778","","21,574","","1.41",""
"2014100000","2014","29000","Nara-ken","","9,625","","4,878","","4,747","","1.27",""
"2014100000","2014","30000","Wakayama-ken","","7,140","","3,665","","3,475","","1.55",""
"2014100000","2014","31000","Tottori-ken","","4,527","","2,290","","2,237","","1.60",""
"2014100000","2014","32000","Shimane-ken","","5,359","","2,730","","2,629","","1.66",""
"2014100000","2014","33000","Okayama-ken","","15,837","","8,215","","7,622","","1.49",""
"2014100000","2014","34000","Hiroshima-ken","","23,776","","12,140","","11,636","","1.55",""
"2014100000","2014","35000","Yamaguchi-ken","","10,197","","5,309","","4,888","","1.54",""
"2014100000","2014","36000","Tokushima-ken","","5,502","","2,885","","2,617","","1.46",""
"2014100000","2014","37000","Kagawa-ken","","7,745","","3,949","","3,796","","1.57",""
"2014100000","2014","38000","Ehime-ken","","10,399","","5,446","","4,953","","1.50",""
"2014100000","2014","39000","Kochi-ken","","5,015","","2,558","","2,457","","1.45",""
"2014100000","2014","40000","Fukuoka-ken","","45,203","","23,293","","21,910","","1.46",""
"2014100000","2014","41000","Saga-ken","","7,159","","3,667","","3,492","","1.63",""
"2014100000","2014","42000","Nagasaki-ken","","11,323","","5,840","","5,483","","1.66",""
"2014100000","2014","43000","Kumamoto-ken","","15,558","","7,974","","7,584","","1.64",""
"2014100000","2014","44000","Oita-ken","","9,280","","4,768","","4,512","","1.57",""
"2014100000","2014","45000","Miyazaki-ken","","9,509","","4,904","","4,605","","1.69",""
"2014100000","2014","46000","Kagoshima-ken","","14,236","","7,331","","6,905","","1.62",""
"2014100000","2014","47000","Okinawa-ken","","16,375","","8,428","","7,947","","1.86",""
"2013100000","2013","00000","All Japan","","1,029,817","","527,657","","502,160","","1.43",""
"2013100000","2013","01000","Hokkaido","","38,190","","19,558","","18,632","","1.28",""
"2013100000","2013","02000","Aomori-ken","","9,126","","4,725","","4,401","","1.40",""
"2013100000","2013","03000","Iwate-ken","","9,231","","4,766","","4,465","","1.46",""
"2013100000","2013","04000","Miyagi-ken","","18,949","","9,692","","9,257","","1.34",""
"2013100000","2013","05000","Akita-ken","","6,177","","3,118","","3,059","","1.35",""
"2013100000","2013","06000","Yamagata-ken","","8,159","","4,148","","4,011","","1.47",""
"2013100000","2013","07000","Fukushima-ken","","14,546","","7,526","","7,020","","1.53",""
"2013100000","2013","08000","Ibaraki-ken","","22,358","","11,551","","10,807","","1.42",""
"2013100000","2013","09000","Tochigi-ken","","15,588","","7,959","","7,629","","1.43",""
"2013100000","2013","10000","Gumma-ken","","14,732","","7,480","","7,252","","1.41",""
"2013100000","2013","11000","Saitama-ken","","57,470","","29,418","","28,052","","1.33",""
"2013100000","2013","12000","Chiba-ken","","48,343","","24,794","","23,549","","1.33",""
"2013100000","2013","13000","Tokyo-to","","109,986","","56,267","","53,719","","1.13",""
"2013100000","2013","14000","Kanagawa-ken","","74,320","","38,245","","36,075","","1.31",""
"2013100000","2013","15000","Niigata-ken","","17,066","","8,821","","8,245","","1.44",""
"2013100000","2013","16000","Toyama-ken","","7,722","","3,973","","3,749","","1.43",""
"2013100000","2013","17000","Ishikawa-ken","","9,449","","4,869","","4,580","","1.49",""
"2013100000","2013","18000","Fukui-ken","","6,461","","3,295","","3,166","","1.60",""
"2013100000","2013","19000","Yamanashi-ken","","6,198","","3,139","","3,059","","1.44",""
"2013100000","2013","20000","Nagano-ken","","16,326","","8,297","","8,029","","1.54",""
"2013100000","2013","21000","Gifu-ken","","16,000","","8,271","","7,729","","1.45",""
"2013100000","2013","22000","Shizuoka-ken","","30,260","","15,620","","14,640","","1.53",""
"2013100000","2013","23000","Aichi-ken","","66,825","","34,137","","32,688","","1.47",""
"2013100000","2013","24000","Mie-ken","","14,514","","7,451","","7,063","","1.49",""
"2013100000","2013","25000","Shiga-ken","","13,015","","6,680","","6,335","","1.53",""
"2013100000","2013","26000","Kyoto-fu","","20,106","","10,388","","9,718","","1.26",""
"2013100000","2013","27000","Osaka-fu","","72,054","","36,949","","35,105","","1.32",""
"2013100000","2013","28000","Hyogo-ken","","45,673","","23,309","","22,364","","1.42",""
"2013100000","2013","29000","Nara-ken","","10,190","","5,168","","5,022","","1.31",""
"2013100000","2013","30000","Wakayama-ken","","7,122","","3,603","","3,519","","1.52",""
"2013100000","2013","31000","Tottori-ken","","4,759","","2,443","","2,316","","1.62",""
"2013100000","2013","32000","Shimane-ken","","5,534","","2,804","","2,730","","1.65",""
"2013100000","2013","33000","Okayama-ken","","16,210","","8,217","","7,993","","1.49",""
"2013100000","2013","34000","Hiroshima-ken","","24,713","","12,693","","12,020","","1.57",""
"2013100000","2013","35000","Yamaguchi-ken","","10,705","","5,503","","5,202","","1.56",""
"2013100000","2013","36000","Tokushima-ken","","5,666","","2,916","","2,750","","1.43",""
"2013100000","2013","37000","Kagawa-ken","","8,059","","4,182","","3,877","","1.59",""
"2013100000","2013","38000","Ehime-ken","","10,696","","5,548","","5,148","","1.52",""
"2013100000","2013","39000","Kochi-ken","","5,266","","2,707","","2,559","","1.47",""
"2013100000","2013","40000","Fukuoka-ken","","45,898","","23,541","","22,357","","1.45",""
"2013100000","2013","41000","Saga-ken","","7,276","","3,690","","3,586","","1.59",""
"2013100000","2013","42000","Nagasaki-ken","","11,566","","5,868","","5,698","","1.64",""
"2013100000","2013","43000","Kumamoto-ken","","15,954","","8,196","","7,758","","1.65",""
"2013100000","2013","44000","Oita-ken","","9,605","","4,929","","4,676","","1.56",""
"2013100000","2013","45000","Miyazaki-ken","","9,854","","5,013","","4,841","","1.72",""
"2013100000","2013","46000","Kagoshima-ken","","14,637","","7,470","","7,167","","1.63",""
"2013100000","2013","47000","Okinawa-ken","","17,209","","8,690","","8,519","","1.94",""
"2012100000","2012","00000","All Japan","","1,037,232","","531,781","","505,451","","1.41",""
"2012100000","2012","01000","Hokkaido","","38,686","","19,750","","18,936","","1.26",""
"2012100000","2012","02000","Aomori-ken","","9,168","","4,771","","4,397","","1.36",""
"2012100000","2012","03000","Iwate-ken","","9,277","","4,776","","4,501","","1.44",""
"2012100000","2012","04000","Miyagi-ken","","18,707","","9,527","","9,180","","1.30",""
"2012100000","2012","05000","Akita-ken","","6,543","","3,281","","3,262","","1.37",""
"2012100000","2012","06000","Yamagata-ken","","8,212","","4,206","","4,006","","1.44",""
"2012100000","2012","07000","Fukushima-ken","","13,770","","7,075","","6,695","","1.41",""
"2012100000","2012","08000","Ibaraki-ken","","22,896","","11,590","","11,306","","1.41",""
"2012100000","2012","09000","Tochigi-ken","","15,973","","8,217","","7,756","","1.43",""
"2012100000","2012","10000","Gumma-ken","","14,914","","7,569","","7,345","","1.39",""
"2012100000","2012","11000","Saitama-ken","","56,943","","29,155","","27,788","","1.29",""
"2012100000","2012","12000","Chiba-ken","","48,881","","25,169","","23,712","","1.31",""
"2012100000","2012","13000","Tokyo-to","","107,401","","54,985","","52,416","","1.09",""
"2012100000","2012","14000","Kanagawa-ken","","75,477","","38,710","","36,767","","1.30",""
"2012100000","2012","15000","Niigata-ken","","17,476","","8,914","","8,562","","1.43",""
"2012100000","2012","16000","Toyama-ken","","7,880","","4,077","","3,803","","1.42",""
"2012100000","2012","17000","Ishikawa-ken","","9,544","","4,846","","4,698","","1.47",""
"2012100000","2012","18000","Fukui-ken","","6,712","","3,452","","3,260","","1.60",""
"2012100000","2012","19000","Yamanashi-ken","","6,336","","3,193","","3,143","","1.43",""
"2012100000","2012","20000","Nagano-ken","","16,661","","8,539","","8,122","","1.51",""
"2012100000","2012","21000","Gifu-ken","","16,496","","8,372","","8,124","","1.45",""
"2012100000","2012","22000","Shizuoka-ken","","30,810","","15,865","","14,945","","1.52",""
"2012100000","2012","23000","Aichi-ken","","67,913","","35,013","","32,900","","1.46",""
"2012100000","2012","24000","Mie-ken","","14,729","","7,492","","7,237","","1.47",""
"2012100000","2012","25000","Shiga-ken","","13,236","","6,720","","6,516","","1.53",""
"2012100000","2012","26000","Kyoto-fu","","20,111","","10,442","","9,669","","1.23",""
"2012100000","2012","27000","Osaka-fu","","73,012","","37,419","","35,593","","1.31",""
"2012100000","2012","28000","Hyogo-ken","","46,436","","23,854","","22,582","","1.40",""
"2012100000","2012","29000","Nara-ken","","10,565","","5,405","","5,160","","1.32",""
"2012100000","2012","30000","Wakayama-ken","","7,424","","3,778","","3,646","","1.53",""
"2012100000","2012","31000","Tottori-ken","","4,771","","2,402","","2,369","","1.57",""
"2012100000","2012","32000","Shimane-ken","","5,585","","2,975","","2,610","","1.68",""
"2012100000","2012","33000","Okayama-ken","","16,279","","8,378","","7,901","","1.47",""
"2012100000","2012","34000","Hiroshima-ken","","24,846","","12,723","","12,123","","1.54",""
"2012100000","2012","35000","Yamaguchi-ken","","10,797","","5,539","","5,258","","1.52",""
"2012100000","2012","36000","Tokushima-ken","","5,744","","2,966","","2,778","","1.44",""
"2012100000","2012","37000","Kagawa-ken","","8,161","","4,162","","3,999","","1.56",""
"2012100000","2012","38000","Ehime-ken","","11,130","","5,699","","5,431","","1.52",""
"2012100000","2012","39000","Kochi-ken","","5,266","","2,671","","2,595","","1.43",""
"2012100000","2012","40000","Fukuoka-ken","","45,815","","23,560","","22,255","","1.43",""
"2012100000","2012","41000","Saga-ken","","7,440","","3,817","","3,623","","1.61",""
"2012100000","2012","42000","Nagasaki-ken","","11,723","","5,983","","5,740","","1.63",""
"2012100000","2012","43000","Kumamoto-ken","","15,996","","8,316","","7,680","","1.62",""
"2012100000","2012","44000","Oita-ken","","9,650","","5,038","","4,612","","1.53",""
"2012100000","2012","45000","Miyazaki-ken","","9,858","","5,006","","4,852","","1.67",""
"2012100000","2012","46000","Kagoshima-ken","","14,841","","7,595","","7,246","","1.64",""
"2012100000","2012","47000","Okinawa-ken","","17,074","","8,749","","8,325","","1.90",""
"2011100000","2011","00000","All Japan","","1,050,807","","538,271","","512,536","","1.39",""
"2011100000","2011","01000","Hokkaido","","39,292","","20,010","","19,282","","1.25",""
"2011100000","2011","02000","Aomori-ken","","9,532","","4,772","","4,760","","1.38",""
"2011100000","2011","03000","Iwate-ken","","9,310","","4,696","","4,614","","1.41",""
"2011100000","2011","04000","Miyagi-ken","","18,062","","9,196","","8,866","","1.25",""
"2011100000","2011","05000","Akita-ken","","6,658","","3,400","","3,258","","1.35",""
"2011100000","2011","06000","Yamagata-ken","","8,555","","4,324","","4,231","","1.46",""
"2011100000","2011","07000","Fukushima-ken","","15,072","","7,711","","7,361","","1.48",""
"2011100000","2011","08000","Ibaraki-ken","","23,219","","12,050","","11,169","","1.39",""
"2011100000","2011","09000","Tochigi-ken","","15,913","","8,231","","7,682","","1.38",""
"2011100000","2011","10000","Gumma-ken","","15,637","","7,994","","7,643","","1.41",""
"2011100000","2011","11000","Saitama-ken","","58,059","","29,918","","28,141","","1.28",""
"2011100000","2011","12000","Chiba-ken","","50,379","","25,770","","24,609","","1.31",""
"2011100000","2011","13000","Tokyo-to","","106,027","","54,333","","51,694","","1.06",""
"2011100000","2011","14000","Kanagawa-ken","","76,000","","39,073","","36,927","","1.27",""
"2011100000","2011","15000","Niigata-ken","","17,667","","9,170","","8,497","","1.41",""
"2011100000","2011","16000","Toyama-ken","","7,823","","4,074","","3,749","","1.37",""
"2011100000","2011","17000","Ishikawa-ken","","9,555","","4,931","","4,624","","1.43",""
"2011100000","2011","18000","Fukui-ken","","6,728","","3,468","","3,260","","1.56",""
"2011100000","2011","19000","Yamanashi-ken","","6,412","","3,283","","3,129","","1.41",""
"2011100000","2011","20000","Nagano-ken","","16,917","","8,753","","8,164","","1.50",""
"2011100000","2011","21000","Gifu-ken","","16,851","","8,654","","8,197","","1.44",""
"2011100000","2011","22000","Shizuoka-ken","","31,172","","15,932","","15,240","","1.49",""
"2011100000","2011","23000","Aichi-ken","","68,973","","35,374","","33,599","","1.46",""
"2011100000","2011","24000","Mie-ken","","15,080","","7,742","","7,338","","1.47",""
"2011100000","2011","25000","Shiga-ken","","13,338","","6,863","","6,475","","1.51",""
"2011100000","2011","26000","Kyoto-fu","","20,707","","10,535","","10,172","","1.25",""
"2011100000","2011","27000","Osaka-fu","","73,919","","37,553","","36,366","","1.30",""
"2011100000","2011","28000","Hyogo-ken","","47,351","","24,196","","23,155","","1.40",""
"2011100000","2011","29000","Nara-ken","","10,400","","5,299","","5,101","","1.27",""
"2011100000","2011","30000","Wakayama-ken","","7,460","","3,750","","3,710","","1.49",""
"2011100000","2011","31000","Tottori-ken","","4,931","","2,477","","2,454","","1.58",""
"2011100000","2011","32000","Shimane-ken","","5,582","","2,816","","2,766","","1.61",""
"2011100000","2011","33000","Okayama-ken","","16,635","","8,611","","8,024","","1.48",""
"2011100000","2011","34000","Hiroshima-ken","","25,469","","12,992","","12,477","","1.53",""
"2011100000","2011","35000","Yamaguchi-ken","","11,222","","5,747","","5,475","","1.52",""
"2011100000","2011","36000","Tokushima-ken","","5,914","","3,061","","2,853","","1.43",""
"2011100000","2011","37000","Kagawa-ken","","8,311","","4,342","","3,969","","1.56",""
"2011100000","2011","38000","Ehime-ken","","11,329","","5,813","","5,516","","1.51",""
"2011100000","2011","39000","Kochi-ken","","5,244","","2,654","","2,590","","1.39",""
"2011100000","2011","40000","Fukuoka-ken","","46,220","","23,672","","22,548","","1.42",""
"2011100000","2011","41000","Saga-ken","","7,613","","3,890","","3,723","","1.61",""
"2011100000","2011","42000","Nagasaki-ken","","11,727","","6,074","","5,653","","1.60",""
"2011100000","2011","43000","Kumamoto-ken","","16,118","","8,440","","7,678","","1.62",""
"2011100000","2011","44000","Oita-ken","","9,988","","5,096","","4,892","","1.55",""
"2011100000","2011","45000","Miyazaki-ken","","10,152","","5,199","","4,953","","1.68",""
"2011100000","2011","46000","Kagoshima-ken","","15,244","","7,725","","7,519","","1.64",""
"2011100000","2011","47000","Okinawa-ken","","16,918","","8,542","","8,376","","1.86",""
"2010100000","2010","00000","All Japan","","1,071,305","","550,743","","520,562","","1.39",""
"2010100000","2010","01000","Hokkaido","","40,158","","20,518","","19,640","","1.26",""
"2010100000","2010","02000","Aomori-ken","","9,712","","4,950","","4,762","","1.38",""
"2010100000","2010","03000","Iwate-ken","","9,745","","4,939","","4,806","","1.46",""
"2010100000","2010","04000","Miyagi-ken","","19,126","","9,810","","9,316","","1.30",""
"2010100000","2010","05000","Akita-ken","","6,688","","3,450","","3,238","","1.31",""
"2010100000","2010","06000","Yamagata-ken","","8,651","","4,478","","4,173","","1.48",""
"2010100000","2010","07000","Fukushima-ken","","16,126","","8,371","","7,755","","1.52",""
"2010100000","2010","08000","Ibaraki-ken","","23,989","","12,326","","11,663","","1.44",""
"2010100000","2010","09000","Tochigi-ken","","16,473","","8,516","","7,957","","1.44",""
"2010100000","2010","10000","Gumma-ken","","16,023","","8,258","","7,765","","1.46",""
"2010100000","2010","11000","Saitama-ken","","59,437","","30,805","","28,632","","1.32",""
"2010100000","2010","12000","Chiba-ken","","51,633","","26,687","","24,946","","1.34",""
"2010100000","2010","13000","Tokyo-to","","108,135","","55,420","","52,715","","1.12",""
"2010100000","2010","14000","Kanagawa-ken","","78,077","","39,873","","38,204","","1.31",""
"2010100000","2010","15000","Niigata-ken","","18,083","","9,246","","8,837","","1.43",""
"2010100000","2010","16000","Toyama-ken","","8,188","","4,279","","3,909","","1.42",""
"2010100000","2010","17000","Ishikawa-ken","","9,602","","4,944","","4,658","","1.44",""
"2010100000","2010","18000","Fukui-ken","","6,874","","3,538","","3,336","","1.61",""
"2010100000","2010","19000","Yamanashi-ken","","6,651","","3,416","","3,235","","1.46",""
"2010100000","2010","20000","Nagano-ken","","17,233","","8,796","","8,437","","1.53",""
"2010100000","2010","21000","Gifu-ken","","16,887","","8,753","","8,134","","1.48",""
"2010100000","2010","22000","Shizuoka-ken","","31,896","","16,344","","15,552","","1.54",""
"2010100000","2010","23000","Aichi-ken","","69,872","","36,069","","33,803","","1.52",""
"2010100000","2010","24000","Mie-ken","","15,262","","7,865","","7,397","","1.51",""
"2010100000","2010","25000","Shiga-ken","","13,363","","6,897","","6,466","","1.54",""
"2010100000","2010","26000","Kyoto-fu","","21,234","","10,996","","10,238","","1.28",""
"2010100000","2010","27000","Osaka-fu","","75,080","","38,441","","36,639","","1.33",""
"2010100000","2010","28000","Hyogo-ken","","47,834","","24,664","","23,170","","1.41",""
"2010100000","2010","29000","Nara-ken","","10,694","","5,532","","5,162","","1.29",""
"2010100000","2010","30000","Wakayama-ken","","7,587","","3,858","","3,729","","1.47",""
"2010100000","2010","31000","Tottori-ken","","4,790","","2,463","","2,327","","1.54",""
"2010100000","2010","32000","Shimane-ken","","5,756","","2,928","","2,828","","1.68",""
"2010100000","2010","33000","Okayama-ken","","16,759","","8,644","","8,115","","1.50",""
"2010100000","2010","34000","Hiroshima-ken","","25,546","","13,086","","12,460","","1.55",""
"2010100000","2010","35000","Yamaguchi-ken","","11,551","","5,864","","5,687","","1.56",""
"2010100000","2010","36000","Tokushima-ken","","5,904","","3,042","","2,862","","1.42",""
"2010100000","2010","37000","Kagawa-ken","","8,397","","4,354","","4,043","","1.57",""
"2010100000","2010","38000","Ehime-ken","","11,427","","5,879","","5,548","","1.50",""
"2010100000","2010","39000","Kochi-ken","","5,518","","2,858","","2,660","","1.42",""
"2010100000","2010","40000","Fukuoka-ken","","46,818","","24,211","","22,607","","1.44",""
"2010100000","2010","41000","Saga-ken","","7,640","","3,943","","3,697","","1.61",""
"2010100000","2010","42000","Nagasaki-ken","","12,004","","6,167","","5,837","","1.61",""
"2010100000","2010","43000","Kumamoto-ken","","16,246","","8,304","","7,942","","1.62",""
"2010100000","2010","44000","Oita-ken","","10,072","","5,105","","4,967","","1.56",""
"2010100000","2010","45000","Miyazaki-ken","","10,217","","5,242","","4,975","","1.68",""
"2010100000","2010","46000","Kagoshima-ken","","15,124","","7,779","","7,345","","1.62",""
"2010100000","2010","47000","Okinawa-ken","","17,098","","8,771","","8,327","","1.87",""
"2009100000","2009","00000","All Japan","","1,070,036","","548,994","","521,042","","1.37",""
"2009100000","2009","01000","Hokkaido","","40,165","","20,649","","19,516","","1.19",""
"2009100000","2009","02000","Aomori-ken","","9,524","","4,874","","4,650","","1.26",""
"2009100000","2009","03000","Iwate-ken","","9,904","","5,090","","4,814","","1.37",""
"2009100000","2009","04000","Miyagi-ken","","18,988","","9,769","","9,219","","1.25",""
"2009100000","2009","05000","Akita-ken","","7,013","","3,594","","3,419","","1.29",""
"2009100000","2009","06000","Yamagata-ken","","8,715","","4,493","","4,222","","1.39",""
"2009100000","2009","07000","Fukushima-ken","","16,326","","8,350","","7,976","","1.49",""
"2009100000","2009","08000","Ibaraki-ken","","24,209","","12,445","","11,764","","1.37",""
"2009100000","2009","09000","Tochigi-ken","","17,004","","8,698","","8,306","","1.43",""
"2009100000","2009","10000","Gumma-ken","","16,310","","8,465","","7,845","","1.38",""
"2009100000","2009","11000","Saitama-ken","","59,725","","30,754","","28,971","","1.28",""
"2009100000","2009","12000","Chiba-ken","","51,839","","26,774","","25,065","","1.31",""
"2009100000","2009","13000","Tokyo-to","","106,613","","54,736","","51,877","","1.12",""
"2009100000","2009","14000","Kanagawa-ken","","78,057","","39,920","","38,137","","1.28",""
"2009100000","2009","15000","Niigata-ken","","17,948","","9,240","","8,708","","1.37",""
"2009100000","2009","16000","Toyama-ken","","8,426","","4,274","","4,152","","1.37",""
"2009100000","2009","17000","Ishikawa-ken","","9,849","","5,009","","4,840","","1.40",""
"2009100000","2009","18000","Fukui-ken","","7,042","","3,629","","3,413","","1.55",""
"2009100000","2009","19000","Yamanashi-ken","","6,621","","3,421","","3,200","","1.31",""
"2009100000","2009","20000","Nagano-ken","","17,310","","8,920","","8,390","","1.43",""
"2009100000","2009","21000","Gifu-ken","","17,327","","8,759","","8,568","","1.37",""
"2009100000","2009","22000","Shizuoka-ken","","31,901","","16,389","","15,512","","1.43",""
"2009100000","2009","23000","Aichi-ken","","69,768","","35,721","","34,047","","1.43",""
"2009100000","2009","24000","Mie-ken","","15,614","","7,983","","7,631","","1.40",""
"2009100000","2009","25000","Shiga-ken","","13,151","","6,725","","6,426","","1.44",""
"2009100000","2009","26000","Kyoto-fu","","21,058","","10,906","","10,152","","1.20",""
"2009100000","2009","27000","Osaka-fu","","75,250","","38,692","","36,558","","1.28",""
"2009100000","2009","28000","Hyogo-ken","","47,592","","24,332","","23,260","","1.33",""
"2009100000","2009","29000","Nara-ken","","10,758","","5,593","","5,165","","1.23",""
"2009100000","2009","30000","Wakayama-ken","","7,516","","3,845","","3,671","","1.36",""
"2009100000","2009","31000","Tottori-ken","","4,876","","2,485","","2,391","","1.46",""
"2009100000","2009","32000","Shimane-ken","","5,601","","2,891","","2,710","","1.55",""
"2009100000","2009","33000","Okayama-ken","","16,387","","8,386","","8,001","","1.39",""
"2009100000","2009","34000","Hiroshima-ken","","25,596","","13,157","","12,439","","1.47",""
"2009100000","2009","35000","Yamaguchi-ken","","11,312","","5,785","","5,527","","1.43",""
"2009100000","2009","36000","Tokushima-ken","","5,898","","3,030","","2,868","","1.35",""
"2009100000","2009","37000","Kagawa-ken","","8,366","","4,267","","4,099","","1.48",""
"2009100000","2009","38000","Ehime-ken","","11,507","","5,825","","5,682","","1.41",""
"2009100000","2009","39000","Kochi-ken","","5,415","","2,806","","2,609","","1.29",""
"2009100000","2009","40000","Fukuoka-ken","","46,084","","23,374","","22,710","","1.37",""
"2009100000","2009","41000","Saga-ken","","7,518","","3,818","","3,700","","1.49",""
"2009100000","2009","42000","Nagasaki-ken","","11,838","","6,146","","5,692","","1.50",""
"2009100000","2009","43000","Kumamoto-ken","","16,221","","8,360","","7,861","","1.58",""
"2009100000","2009","44000","Oita-ken","","9,961","","5,035","","4,926","","1.50",""
"2009100000","2009","45000","Miyazaki-ken","","10,170","","5,209","","4,961","","1.61",""
"2009100000","2009","46000","Kagoshima-ken","","14,920","","7,791","","7,129","","1.56",""
"2009100000","2009","47000","Okinawa-ken","","16,744","","8,531","","8,213","","1.79",""
"2008100000","2008","00000","All Japan","","1,091,156","","559,513","","531,643","","1.37",""
"2008100000","2008","01000","Hokkaido","","41,074","","21,005","","20,069","","1.20",""
"2008100000","2008","02000","Aomori-ken","","10,187","","5,267","","4,920","","1.30",""
"2008100000","2008","03000","Iwate-ken","","10,223","","5,321","","4,902","","1.39",""
"2008100000","2008","04000","Miyagi-ken","","19,863","","10,086","","9,777","","1.29",""
"2008100000","2008","05000","Akita-ken","","7,421","","3,740","","3,681","","1.32",""
"2008100000","2008","06000","Yamagata-ken","","9,164","","4,683","","4,481","","1.44",""
"2008100000","2008","07000","Fukushima-ken","","16,908","","8,712","","8,196","","1.52",""
"2008100000","2008","08000","Ibaraki-ken","","24,592","","12,751","","11,841","","1.37",""
"2008100000","2008","09000","Tochigi-ken","","17,240","","9,021","","8,219","","1.42",""
"2008100000","2008","10000","Gumma-ken","","17,044","","8,778","","8,266","","1.40",""
"2008100000","2008","11000","Saitama-ken","","60,520","","30,935","","29,585","","1.28",""
"2008100000","2008","12000","Chiba-ken","","52,306","","26,877","","25,429","","1.29",""
"2008100000","2008","13000","Tokyo-to","","106,015","","54,348","","51,667","","1.09",""
"2008100000","2008","14000","Kanagawa-ken","","79,179","","40,743","","38,436","","1.27",""
"2008100000","2008","15000","Niigata-ken","","18,388","","9,542","","8,846","","1.37",""
"2008100000","2008","16000","Toyama-ken","","8,709","","4,478","","4,231","","1.38",""
"2008100000","2008","17000","Ishikawa-ken","","10,199","","5,153","","5,046","","1.41",""
"2008100000","2008","18000","Fukui-ken","","7,139","","3,654","","3,485","","1.54",""
"2008100000","2008","19000","Yamanashi-ken","","6,908","","3,485","","3,423","","1.35",""
"2008100000","2008","20000","Nagano-ken","","18,129","","9,232","","8,897","","1.45",""
"2008100000","2008","21000","Gifu-ken","","17,506","","9,093","","8,413","","1.35",""
"2008100000","2008","22000","Shizuoka-ken","","32,701","","16,703","","15,998","","1.44",""
"2008100000","2008","23000","Aichi-ken","","71,029","","36,526","","34,503","","1.43",""
"2008100000","2008","24000","Mie-ken","","15,633","","7,882","","7,751","","1.38",""
"2008100000","2008","25000","Shiga-ken","","13,487","","6,966","","6,521","","1.45",""
"2008100000","2008","26000","Kyoto-fu","","21,842","","11,152","","10,690","","1.22",""
